,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
1278,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97282,97282
1279,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97281,97281
1280,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97280,97280
1281,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97269,97269
1282,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97268,97268
1283,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97267,97267
1284,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97266,97266
1285,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97258,97258
1286,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97254,97254
1287,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97253,97253
1288,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97252,97252
1289,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97251,97251
1290,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97250,97250
1291,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97242,97242
1292,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97240,97240
1293,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97239,97239
1294,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97238,97238
1295,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97236,97236
1296,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97233,97233
1297,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97232,97232
1298,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97231,97231
1299,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97230,97230
1300,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97229,97229
1301,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97228,97228
1302,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97227,97227
1303,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97225,97225
1304,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97224,97224
1305,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97223,97223
1306,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97222,97222
1307,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97221,97221
1308,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97220,97220
1309,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97219,97219
1310,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97218,97218
1311,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97217,97217
1312,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97216,97216
1313,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97215,97215
1314,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97214,97214
1315,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97213,97213
1316,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97212,97212
1317,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97211,97211
1318,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97210,97210
1319,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97209,97209
1320,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97208,97208
1321,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97207,97207
1322,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97206,97206
1323,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97205,97205
1324,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97204,97204
1325,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97203,97203
1326,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97202,97202
1327,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97201,97201
1328,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97149,97149
1329,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97148,97148
1330,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97147,97147
1331,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97146,97146
1332,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97145,97145
1333,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97144,97144
1334,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97141,97141
1335,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97140,97140
1336,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97138,97138
1337,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97137,97137
1338,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97136,97136
1339,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97135,97135
1340,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97134,97134
1341,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97133,97133
1342,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97132,97132
1343,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97131,97131
1344,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97130,97130
1345,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97129,97129
1346,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97128,97128
1347,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97127,97127
1348,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97125,97125
1349,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97124,97124
1350,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97123,97123
1351,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97122,97122
1352,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97121,97121
1353,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97119,97119
1354,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97118,97118
1355,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97117,97117
1356,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97116,97116
1357,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97115,97115
1358,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97114,97114
1359,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97113,97113
1360,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97112,97112
1361,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97111,97111
1362,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97110,97110
1363,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97109,97109
1364,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97108,97108
1365,TILLAMOOK COUNTY,Tillamook County,FIPS41057,TILLAMOOK,Tillamook,OR,OREGON,41057,Oregon,ZCTA97107,97107
1366,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97106,97106
1367,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97103,97103
1368,CLATSOP COUNTY,Clatsop County,FIPS41007,CLATSOP,Clatsop,OR,OREGON,41007,Oregon,ZCTA97102,97102
1369,YAMHILL COUNTY,Yamhill County,FIPS41071,YAMHILL,Yamhill,OR,OREGON,41071,Oregon,ZCTA97101,97101
1370,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97089,97089
1371,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97086,97086
1372,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97080,97080
1373,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97079,97079
1374,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97078,97078
1375,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97075,97075
1376,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97071,97071
1377,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97070,97070
1378,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97068,97068
1379,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97067,97067
1380,SHERMAN COUNTY,Sherman County,FIPS41055,SHERMAN,Sherman,OR,OREGON,41055,Oregon,ZCTA97065,97065
1381,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97064,97064
1382,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97063,97063
1383,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97062,97062
1384,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97060,97060
1385,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97058,97058
1386,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97057,97057
1387,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97056,97056
1388,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97055,97055
1389,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97054,97054
1390,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97053,97053
1391,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97051,97051
1392,SHERMAN COUNTY,Sherman County,FIPS41055,SHERMAN,Sherman,OR,OREGON,41055,Oregon,ZCTA97050,97050
1393,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97049,97049
1394,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97048,97048
1395,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97045,97045
1396,HOOD RIVER COUNTY,Hood River County,FIPS41027,HOOD RIVER,Hood River,OR,OREGON,41027,Oregon,ZCTA97044,97044
1397,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97042,97042
1398,HOOD RIVER COUNTY,Hood River County,FIPS41027,HOOD RIVER,Hood River,OR,OREGON,41027,Oregon,ZCTA97041,97041
1399,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97040,97040
1400,SHERMAN COUNTY,Sherman County,FIPS41055,SHERMAN,Sherman,OR,OREGON,41055,Oregon,ZCTA97039,97039
1401,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97038,97038
1402,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97037,97037
1403,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97036,97036
1404,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97035,97035
1405,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97034,97034
1406,SHERMAN COUNTY,Sherman County,FIPS41055,SHERMAN,Sherman,OR,OREGON,41055,Oregon,ZCTA97033,97033
1407,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97032,97032
1408,HOOD RIVER COUNTY,Hood River County,FIPS41027,HOOD RIVER,Hood River,OR,OREGON,41027,Oregon,ZCTA97031,97031
1409,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97030,97030
1410,SHERMAN COUNTY,Sherman County,FIPS41055,SHERMAN,Sherman,OR,OREGON,41055,Oregon,ZCTA97029,97029
1411,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97028,97028
1412,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97027,97027
1413,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97026,97026
1414,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97024,97024
1415,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97023,97023
1416,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97022,97022
1417,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97021,97021
1418,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97020,97020
1419,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97019,97019
1420,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97018,97018
1421,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97017,97017
1422,COLUMBIA COUNTY,Columbia County,FIPS41009,COLUMBIA,Columbia,OR,OREGON,41009,Oregon,ZCTA97016,97016
1423,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97015,97015
1424,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97014,97014
1425,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97013,97013
1426,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97011,97011
1427,MULTNOMAH COUNTY,Multnomah County,FIPS41051,MULTNOMAH,Multnomah,OR,OREGON,41051,Oregon,ZCTA97010,97010
1428,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97009,97009
1429,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97008,97008
1430,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97007,97007
1431,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97006,97006
1432,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97005,97005
1433,CLACKAMAS COUNTY,Clackamas County,FIPS41005,CLACKAMAS,Clackamas,OR,OREGON,41005,Oregon,ZCTA97004,97004
1434,WASHINGTON COUNTY,Washington County,FIPS41067,WASHINGTON,Washington,OR,OREGON,41067,Oregon,ZCTA97003,97003
1435,MARION COUNTY,Marion County,FIPS41047,MARION,Marion,OR,OREGON,41047,Oregon,ZCTA97002,97002
1436,WASCO COUNTY,Wasco County,FIPS41065,WASCO,Wasco,OR,OREGON,41065,Oregon,ZCTA97001,97001
1444,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96898,96898
1445,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96863,96863
1446,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96861,96861
1447,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96860,96860
1448,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96859,96859
1449,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96858,96858
1450,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96857,96857
1451,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96854,96854
1452,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96853,96853
1453,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96850,96850
1454,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96848,96848
1455,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96839,96839
1456,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96837,96837
1457,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96836,96836
1458,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96830,96830
1459,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96828,96828
1460,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96826,96826
1461,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96825,96825
1462,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96824,96824
1463,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96823,96823
1464,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96822,96822
1465,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96821,96821
1466,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96820,96820
1467,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96819,96819
1468,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96818,96818
1469,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96817,96817
1470,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96816,96816
1471,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96815,96815
1472,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96814,96814
1473,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96813,96813
1474,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96812,96812
1475,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96811,96811
1476,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96810,96810
1477,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96809,96809
1478,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96808,96808
1479,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96807,96807
1480,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96806,96806
1481,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96805,96805
1482,HONOLULU COUNTY,Honolulu County,FIPS15003,HONOLULU,Honolulu,HI,HAWAII,15003,Hawaii,ZCTA96804,96804
